airport,fl_date,precip,snow,snowdepth,windgust,cloudcover,weather
ATL,2018-01-01,0.0,0.0,0.0,40.7,74.3,cloudy
ATL,2018-01-02,0.0,0.0,0.0,0.0,29.6,cloudy
ATL,2018-01-03,0.0,0.0,0.0,29.5,67.1,cloudy
ATL,2018-01-04,0.0,0.0,0.0,51.8,6.9,wind
ATL,2018-01-05,0.0,0.0,0.0,37.1,28.0,cloudy
ATL,2018-01-06,0.0,0.0,0.0,33.5,31.6,cloudy
ATL,2018-01-07,0.0,0.0,0.0,27.7,63.8,cloudy
ATL,2018-01-08,6.7,0.0,0.0,0.0,97.1,rainy
ATL,2018-01-09,0.0,0.0,0.0,0.0,69.2,cloudy
ATL,2018-01-10,0.0,0.0,0.0,35.3,94.1,cloudy
ATL,2018-01-11,1.66,0.0,0.0,0.0,93.0,rainy
ATL,2018-01-12,11.84,0.0,0.0,55.6,89.3,rainy
ATL,2018-01-13,0.0,0.0,0.0,62.3,59.6,wind
ATL,2018-01-14,0.0,0.0,0.0,46.4,32.3,wind
ATL,2018-01-15,0.0,0.0,0.0,0.0,31.8,cloudy
ATL,2018-01-16,0.3,3.13,3.12,35.3,69.4,snow
ATL,2018-01-17,3.67,1.74,5.0,55.6,40.0,snow
ATL,2018-01-18,0.0,0.0,5.0,27.7,0.0,sunny
ATL,2018-01-19,0.0,0.0,3.7,0.0,16.1,sunny
ATL,2018-01-20,0.0,0.0,1.04,31.7,33.3,cloudy
ATL,2018-01-21,0.0,0.0,0.0,0.0,30.0,cloudy
ATL,2018-01-22,20.73,0.0,0.0,51.8,99.6,rainy
ATL,2018-01-23,0.0,0.0,0.0,49.6,65.7,wind
ATL,2018-01-24,0.0,0.0,0.0,46.4,39.9,cloudy
ATL,2018-01-25,0.0,0.0,0.0,0.0,28.4,cloudy
ATL,2018-01-26,0.0,0.0,0.0,31.7,84.4,cloudy
ATL,2018-01-27,1.53,0.0,0.0,0.0,98.8,rainy
ATL,2018-01-28,31.95,0.0,0.0,0.0,95.3,rainy
ATL,2018-01-29,0.6,0.0,0.0,55.2,53.1,rainy
ATL,2018-01-30,0.0,0.0,0.0,51.7,41.5,wind
ATL,2018-01-31,0.0,0.0,0.0,31.7,42.3,cloudy
ATL,2018-02-01,0.0,0.0,0.0,44.5,82.6,cloudy
ATL,2018-02-02,2.3,0.0,0.0,54.6,69.6,rainy
ATL,2018-02-03,0.0,0.0,0.0,27.7,92.3,cloudy
ATL,2018-02-04,36.19,0.0,0.0,31.7,99.5,rainy
ATL,2018-02-05,0.0,0.0,0.0,35.3,20.3,sunny
ATL,2018-02-06,0.0,0.0,0.0,0.0,75.9,cloudy
ATL,2018-02-07,41.19,0.0,0.0,50.0,97.7,rainy
ATL,2018-02-08,0.0,0.0,0.0,31.7,52.4,wind
ATL,2018-02-09,4.03,0.0,0.0,33.5,74.7,rainy
ATL,2018-02-10,15.83,0.0,0.0,35.3,79.1,rainy
ATL,2018-02-11,19.23,0.0,0.0,38.9,100.0,rainy
ATL,2018-02-12,1.39,0.0,0.0,0.0,99.8,rainy
ATL,2018-02-13,0.3,0.0,0.0,35.3,98.7,rainy
ATL,2018-02-14,0.0,0.0,0.0,0.0,99.6,cloudy
ATL,2018-02-15,0.56,0.0,0.0,31.7,95.4,rainy
ATL,2018-02-16,0.5,0.0,0.0,48.0,86.8,rainy
ATL,2018-02-17,0.5,0.0,0.0,49.2,92.5,rainy
ATL,2018-02-18,0.82,0.0,0.0,25.9,80.1,rainy
ATL,2018-02-19,0.3,0.0,0.0,33.5,89.9,rainy
ATL,2018-02-20,0.0,0.0,0.0,0.0,83.7,cloudy
ATL,2018-02-21,1.3,0.0,0.0,0.0,79.9,rainy
ATL,2018-02-22,0.0,0.0,0.0,0.0,54.8,cloudy
ATL,2018-02-23,0.0,0.0,0.0,0.0,44.2,cloudy
ATL,2018-02-24,0.0,0.0,0.0,46.4,77.4,wind
ATL,2018-02-25,7.76,0.0,0.0,48.9,86.3,rainy
ATL,2018-02-26,13.09,0.0,0.0,37.1,81.6,rainy
ATL,2018-02-27,0.0,0.0,0.0,33.5,28.9,cloudy
ATL,2018-02-28,7.52,0.0,0.0,0.0,99.4,rainy
ATL,2018-03-01,4.55,0.0,0.0,53.3,93.0,rainy
ATL,2018-03-02,0.0,0.0,0.0,51.0,16.5,wind
ATL,2018-03-03,0.0,0.0,0.0,42.5,1.1,wind
ATL,2018-03-04,0.0,0.0,0.0,0.0,21.1,sunny
ATL,2018-03-05,0.0,0.0,0.0,0.0,82.2,cloudy
ATL,2018-03-06,16.0,0.0,0.0,0.0,81.6,rainy
ATL,2018-03-07,0.0,0.0,0.0,57.4,27.2,wind
ATL,2018-03-08,0.0,0.0,0.0,48.7,33.3,wind
ATL,2018-03-09,0.0,0.0,0.0,31.7,42.9,cloudy
ATL,2018-03-10,0.0,0.0,0.0,0.0,79.1,cloudy
ATL,2018-03-11,24.74,0.0,0.0,0.0,100.0,rainy
ATL,2018-03-12,3.36,0.0,0.0,72.1,71.5,rainy
ATL,2018-03-13,0.0,0.0,0.0,46.5,32.0,wind
ATL,2018-03-14,0.0,0.0,0.0,47.6,2.3,wind
ATL,2018-03-15,0.0,0.0,0.0,44.3,9.2,sunny
ATL,2018-03-16,0.0,0.0,0.0,38.9,61.5,cloudy
ATL,2018-03-17,0.33,0.0,0.0,38.9,91.4,rainy
ATL,2018-03-18,0.0,0.0,0.0,29.5,80.5,cloudy
ATL,2018-03-19,3.61,0.0,0.0,42.5,100.0,rainy
ATL,2018-03-20,24.55,0.0,0.0,53.6,79.1,rainy
ATL,2018-03-21,0.0,0.0,0.0,67.3,71.0,wind
ATL,2018-03-22,0.0,0.0,0.0,51.7,3.4,wind
ATL,2018-03-23,0.0,0.0,0.0,35.3,60.5,cloudy
ATL,2018-03-24,0.0,0.0,0.0,40.7,94.1,cloudy
ATL,2018-03-25,9.82,0.0,0.0,37.1,100.0,rainy
ATL,2018-03-26,0.0,0.0,0.0,41.6,100.0,wind
ATL,2018-03-27,0.0,0.0,0.0,33.5,96.8,cloudy
ATL,2018-03-28,0.0,0.0,0.0,42.5,79.7,cloudy
ATL,2018-03-29,22.72,0.0,0.0,57.6,91.2,rainy
ATL,2018-03-30,0.93,0.0,0.0,42.4,87.3,rainy
ATL,2018-03-31,0.0,0.0,0.0,31.7,35.5,cloudy
ATL,2018-04-01,0.0,0.0,0.0,27.7,59.5,cloudy
ATL,2018-04-02,0.0,0.0,0.0,31.7,64.5,cloudy
ATL,2018-04-03,0.0,0.0,0.0,38.9,64.5,cloudy
ATL,2018-04-04,5.79,0.0,0.0,57.2,64.8,rainy
ATL,2018-04-05,0.0,0.0,0.0,37.4,40.6,cloudy
ATL,2018-04-06,0.59,0.0,0.0,37.1,80.5,rainy
ATL,2018-04-07,1.3,0.0,0.0,44.6,99.1,rainy
ATL,2018-04-08,0.0,0.0,0.0,48.5,93.0,wind
ATL,2018-04-09,2.63,0.0,0.0,0.0,95.8,rainy
ATL,2018-04-10,0.0,0.0,0.0,29.5,63.5,cloudy
ATL,2018-04-11,0.0,0.0,0.0,33.5,52.1,cloudy
ATL,2018-04-12,0.0,0.0,0.0,40.7,59.2,cloudy
ATL,2018-04-13,0.0,0.0,0.0,42.3,60.6,cloudy
ATL,2018-04-14,0.0,0.0,0.0,40.7,84.2,cloudy
ATL,2018-04-15,27.65,0.0,0.0,46.9,98.3,rainy
ATL,2018-04-16,0.0,0.0,0.0,52.0,64.3,wind
ATL,2018-04-17,0.0,0.0,0.0,46.3,4.6,sunny
ATL,2018-04-18,0.0,0.0,0.0,54.4,28.4,cloudy
ATL,2018-04-19,0.0,0.0,0.0,50.0,29.6,wind
ATL,2018-04-20,0.0,0.0,0.0,42.3,23.6,sunny
ATL,2018-04-21,0.0,0.0,0.0,37.1,62.1,cloudy
ATL,2018-04-22,7.93,0.0,0.0,60.1,98.9,rainy
ATL,2018-04-23,88.06,0.0,0.0,57.6,98.2,rainy
ATL,2018-04-24,36.57,0.0,0.0,40.7,88.8,rainy
ATL,2018-04-25,0.0,0.0,0.0,38.9,65.1,cloudy
ATL,2018-04-26,7.09,0.0,0.0,33.5,72.2,rainy
ATL,2018-04-27,2.79,0.0,0.0,42.5,47.3,rainy
ATL,2018-04-28,0.0,0.0,0.0,38.8,18.4,sunny
ATL,2018-04-29,0.0,0.0,0.0,31.7,11.5,sunny
ATL,2018-04-30,0.0,0.0,0.0,0.0,4.6,sunny
ATL,2018-05-01,0.0,0.0,0.0,0.0,21.2,sunny
ATL,2018-05-02,0.0,0.0,0.0,0.0,39.7,cloudy
ATL,2018-05-03,0.0,0.0,0.0,0.0,64.3,cloudy
ATL,2018-05-04,0.0,0.0,0.0,0.0,59.6,cloudy
ATL,2018-05-05,0.0,0.0,0.0,0.0,83.3,cloudy
ATL,2018-05-06,0.0,0.0,0.0,57.3,45.9,wind
ATL,2018-05-07,0.0,0.0,0.0,37.1,35.9,cloudy
ATL,2018-05-08,0.63,0.0,0.0,47.9,49.1,rainy
ATL,2018-05-09,0.0,0.0,0.0,0.0,43.1,cloudy
ATL,2018-05-10,1.81,0.0,0.0,54.5,51.8,rainy
ATL,2018-05-11,0.0,0.0,0.0,27.7,29.6,cloudy
ATL,2018-05-12,0.0,0.0,0.0,0.0,28.0,cloudy
ATL,2018-05-13,0.0,0.0,0.0,29.5,25.0,sunny
ATL,2018-05-14,0.0,0.0,0.0,27.7,74.9,cloudy
ATL,2018-05-15,5.36,0.0,0.0,27.7,92.9,rainy
ATL,2018-05-16,29.41,0.0,0.0,0.0,95.5,rainy
ATL,2018-05-17,3.27,0.0,0.0,35.3,90.4,rainy
ATL,2018-05-18,0.03,0.0,0.0,31.7,74.2,rainy
ATL,2018-05-19,0.0,0.0,0.0,27.7,82.1,cloudy
ATL,2018-05-20,28.13,0.0,0.0,76.0,85.3,rainy
ATL,2018-05-21,4.58,0.0,0.0,46.4,85.1,rainy
ATL,2018-05-22,4.69,0.0,0.0,35.3,87.5,rainy
ATL,2018-05-23,15.37,0.0,0.0,29.5,93.5,rainy
ATL,2018-05-24,2.01,0.0,0.0,51.7,88.8,rainy
ATL,2018-05-25,0.0,0.0,0.0,0.0,91.4,cloudy
ATL,2018-05-26,0.3,0.0,0.0,0.0,86.8,rainy
ATL,2018-05-27,0.0,0.0,0.0,0.0,84.8,cloudy
ATL,2018-05-28,13.85,0.0,0.0,35.3,93.1,rainy
ATL,2018-05-29,15.03,0.0,0.0,79.6,91.9,rainy
ATL,2018-05-30,1.37,0.0,0.0,35.3,81.1,rainy
ATL,2018-05-31,0.0,0.0,0.0,0.0,69.5,cloudy
ATL,2018-06-01,13.66,0.0,0.0,72.0,73.6,rainy
ATL,2018-06-02,0.8,0.0,0.0,38.9,70.4,rainy
ATL,2018-06-03,0.3,0.0,0.0,31.7,55.4,rainy
ATL,2018-06-04,0.0,0.0,0.0,42.4,31.7,cloudy
ATL,2018-06-05,0.0,0.0,0.0,0.0,80.2,cloudy
ATL,2018-06-06,0.0,0.0,0.0,31.7,45.0,cloudy
ATL,2018-06-07,0.0,0.0,0.0,0.0,35.2,cloudy
ATL,2018-06-08,0.31,0.0,0.0,57.2,76.0,rainy
ATL,2018-06-09,0.01,0.0,0.0,0.0,58.2,rainy
ATL,2018-06-10,0.06,0.0,0.0,33.5,77.4,rainy
ATL,2018-06-11,1.21,0.0,0.0,29.5,76.6,rainy
ATL,2018-06-12,0.0,0.0,0.0,0.0,64.6,cloudy
ATL,2018-06-13,28.48,0.0,0.0,29.5,86.5,rainy
ATL,2018-06-14,0.31,0.0,0.0,0.0,76.3,rainy
ATL,2018-06-15,9.66,0.0,0.0,0.0,61.7,rainy
ATL,2018-06-16,0.0,0.0,0.0,27.7,68.7,cloudy
ATL,2018-06-17,0.05,0.0,0.0,0.0,84.6,rainy
ATL,2018-06-18,0.0,0.0,0.0,0.0,48.8,cloudy
ATL,2018-06-19,0.0,0.0,0.0,29.5,32.5,cloudy
ATL,2018-06-20,0.0,0.0,0.0,37.1,48.8,cloudy
ATL,2018-06-21,0.42,0.0,0.0,37.1,87.3,rainy
ATL,2018-06-22,7.17,0.0,0.0,66.6,64.7,rainy
ATL,2018-06-23,4.62,0.0,0.0,33.5,77.8,rainy
ATL,2018-06-24,0.06,0.0,0.0,29.5,48.4,rainy
ATL,2018-06-25,18.14,0.0,0.0,72.4,55.7,rainy
ATL,2018-06-26,0.02,0.0,0.0,0.0,56.7,rainy
ATL,2018-06-27,3.48,0.0,0.0,59.2,70.9,rainy
ATL,2018-06-28,5.31,0.0,0.0,79.4,88.4,rainy
ATL,2018-06-29,0.07,0.0,0.0,0.0,85.9,rainy
ATL,2018-06-30,0.0,0.0,0.0,38.9,51.9,cloudy
ATL,2018-07-01,1.61,0.0,0.0,29.5,76.5,rainy
ATL,2018-07-02,0.31,0.0,0.0,28.2,78.9,rainy
ATL,2018-07-03,0.0,0.0,0.0,31.7,67.8,cloudy
ATL,2018-07-04,4.43,0.0,0.0,49.3,67.2,rainy
ATL,2018-07-05,0.03,0.0,0.0,0.0,67.4,rainy
ATL,2018-07-06,2.96,0.0,0.0,60.3,73.0,rainy
ATL,2018-07-07,0.12,0.0,0.0,42.5,76.2,rainy
ATL,2018-07-08,0.0,0.0,0.0,35.3,65.5,cloudy
ATL,2018-07-09,0.0,0.0,0.0,31.7,34.0,cloudy
ATL,2018-07-10,0.0,0.0,0.0,27.7,27.6,cloudy
ATL,2018-07-11,0.0,0.0,0.0,0.0,50.7,cloudy
ATL,2018-07-12,0.0,0.0,0.0,0.0,81.8,cloudy
ATL,2018-07-13,25.77,0.0,0.0,42.5,85.7,rainy
ATL,2018-07-14,75.87,0.0,0.0,33.5,92.3,rainy
ATL,2018-07-15,0.44,0.0,0.0,0.0,86.9,rainy
ATL,2018-07-16,9.6,0.0,0.0,49.2,87.8,rainy
ATL,2018-07-17,0.79,0.0,0.0,0.0,88.6,rainy
ATL,2018-07-18,0.0,0.0,0.0,0.0,77.8,cloudy
ATL,2018-07-19,1.1,0.0,0.0,37.1,74.2,rainy
ATL,2018-07-20,0.0,0.0,0.0,0.0,84.6,cloudy
ATL,2018-07-21,29.76,0.0,0.0,64.8,68.3,rainy
ATL,2018-07-22,3.79,0.0,0.0,29.5,45.8,rainy
ATL,2018-07-23,15.3,0.0,0.0,0.0,67.6,rainy
ATL,2018-07-24,5.51,0.0,0.0,0.0,80.9,rainy
ATL,2018-07-25,0.0,0.0,0.0,0.0,38.5,cloudy
ATL,2018-07-26,0.0,0.0,0.0,0.0,39.5,cloudy
ATL,2018-07-27,0.0,0.0,0.0,0.0,59.9,cloudy
ATL,2018-07-28,0.0,0.0,0.0,35.3,67.1,cloudy
ATL,2018-07-29,0.0,0.0,0.0,0.0,66.3,cloudy
ATL,2018-07-30,0.02,0.0,0.0,0.0,91.5,rainy
ATL,2018-07-31,27.44,0.0,0.0,55.4,90.7,rainy
ATL,2018-08-01,25.45,0.0,0.0,0.0,96.7,rainy
ATL,2018-08-02,87.78,0.0,0.0,42.5,97.7,rainy
ATL,2018-08-03,2.56,0.0,0.0,31.7,82.4,rainy
ATL,2018-08-04,0.0,0.0,0.0,35.3,67.0,cloudy
ATL,2018-08-05,0.3,0.0,0.0,0.0,50.6,rainy
ATL,2018-08-06,0.0,0.0,0.0,0.0,50.5,cloudy
ATL,2018-08-07,0.11,0.0,0.0,56.5,74.8,rainy
ATL,2018-08-08,10.33,0.0,0.0,79.6,73.8,rainy
ATL,2018-08-09,28.32,0.0,0.0,62.2,75.6,rainy
ATL,2018-08-10,0.0,0.0,0.0,0.0,87.5,cloudy
ATL,2018-08-11,0.0,0.0,0.0,33.5,77.4,cloudy
ATL,2018-08-12,0.0,0.0,0.0,25.9,64.6,cloudy
ATL,2018-08-13,0.0,0.0,0.0,0.0,47.3,cloudy
ATL,2018-08-14,0.0,0.0,0.0,0.0,35.4,cloudy
ATL,2018-08-15,0.0,0.0,0.0,0.0,54.4,cloudy
ATL,2018-08-16,0.0,0.0,0.0,0.0,66.2,cloudy
ATL,2018-08-17,1.49,0.0,0.0,0.0,83.5,rainy
ATL,2018-08-18,25.52,0.0,0.0,31.7,91.1,rainy
ATL,2018-08-19,0.06,0.0,0.0,0.0,83.9,rainy
ATL,2018-08-20,0.09,0.0,0.0,0.0,88.4,rainy
ATL,2018-08-21,0.33,0.0,0.0,0.0,87.9,rainy
ATL,2018-08-22,0.02,0.0,0.0,29.5,63.9,rainy
ATL,2018-08-23,0.0,0.0,0.0,0.0,44.8,cloudy
ATL,2018-08-24,0.0,0.0,0.0,29.5,64.9,cloudy
ATL,2018-08-25,0.0,0.0,0.0,0.0,40.6,cloudy
ATL,2018-08-26,0.0,0.0,0.0,0.0,25.1,cloudy
ATL,2018-08-27,0.0,0.0,0.0,27.7,30.8,cloudy
ATL,2018-08-28,0.0,0.0,0.0,0.0,43.1,cloudy
ATL,2018-08-29,0.0,0.0,0.0,38.9,53.4,cloudy
ATL,2018-08-30,0.0,0.0,0.0,33.5,60.7,cloudy
ATL,2018-08-31,0.0,0.0,0.0,0.0,79.4,cloudy
ATL,2018-09-01,0.0,0.0,0.0,27.7,52.3,cloudy
ATL,2018-09-02,0.0,0.0,0.0,27.7,58.2,cloudy
ATL,2018-09-03,0.0,0.0,0.0,31.7,58.6,cloudy
ATL,2018-09-04,0.0,0.0,0.0,29.5,82.5,cloudy
ATL,2018-09-05,0.0,0.0,0.0,0.0,92.4,cloudy
ATL,2018-09-06,0.0,0.0,0.0,0.0,89.9,cloudy
ATL,2018-09-07,0.0,0.0,0.0,0.0,50.9,cloudy
ATL,2018-09-08,0.0,0.0,0.0,0.0,66.8,cloudy
ATL,2018-09-09,18.82,0.0,0.0,34.3,59.4,rainy
ATL,2018-09-10,0.8,0.0,0.0,0.0,78.4,rainy
ATL,2018-09-11,4.79,0.0,0.0,31.7,76.3,rainy
ATL,2018-09-12,2.04,0.0,0.0,0.0,74.6,rainy
ATL,2018-09-13,1.29,0.0,0.0,0.0,84.9,rainy
ATL,2018-09-14,0.0,0.0,0.0,31.7,67.5,cloudy
ATL,2018-09-15,0.01,0.0,0.0,44.7,54.0,rainy
ATL,2018-09-16,0.01,0.0,0.0,42.5,87.7,rainy
ATL,2018-09-17,0.0,0.0,0.0,29.5,20.8,sunny
ATL,2018-09-18,0.0,0.0,0.0,27.7,24.2,sunny
ATL,2018-09-19,0.0,0.0,0.0,0.0,21.6,sunny
ATL,2018-09-20,0.0,0.0,0.0,0.0,26.0,cloudy
ATL,2018-09-21,0.0,0.0,0.0,0.0,27.9,cloudy
ATL,2018-09-22,0.0,0.0,0.0,0.0,44.3,cloudy
ATL,2018-09-23,0.0,0.0,0.0,0.0,58.9,cloudy
ATL,2018-09-24,0.0,0.0,0.0,35.3,86.1,cloudy
ATL,2018-09-25,0.02,0.0,0.0,33.5,90.3,rainy
ATL,2018-09-26,5.89,0.0,0.0,57.2,82.1,rainy
ATL,2018-09-27,2.1,0.0,0.0,50.0,93.0,rainy
ATL,2018-09-28,0.06,0.0,0.0,0.0,91.6,rainy
ATL,2018-09-29,0.0,0.0,0.0,0.0,79.2,cloudy
ATL,2018-09-30,0.0,0.0,0.0,0.0,81.0,cloudy
ATL,2018-10-01,0.0,0.0,0.0,25.9,71.7,cloudy
ATL,2018-10-02,0.0,0.0,0.0,0.0,42.3,cloudy
ATL,2018-10-03,0.0,0.0,0.0,0.0,42.8,cloudy
ATL,2018-10-04,0.0,0.0,0.0,0.0,16.6,sunny
ATL,2018-10-05,0.0,0.0,0.0,0.0,21.9,sunny
ATL,2018-10-06,0.0,0.0,0.0,0.0,28.7,cloudy
ATL,2018-10-07,0.0,0.0,0.0,29.5,62.6,cloudy
ATL,2018-10-08,0.0,0.0,0.0,40.7,86.9,cloudy
ATL,2018-10-09,2.5,0.0,0.0,40.7,96.5,rainy
ATL,2018-10-10,66.5,0.0,0.0,64.7,96.5,rainy
ATL,2018-10-11,29.54,0.0,0.0,58.3,62.5,rainy
ATL,2018-10-12,0.0,0.0,0.0,44.6,32.4,wind
ATL,2018-10-13,0.0,0.0,0.0,35.3,44.7,cloudy
ATL,2018-10-14,0.0,0.0,0.0,0.0,71.3,cloudy
ATL,2018-10-15,0.0,0.0,0.0,0.0,58.5,cloudy
ATL,2018-10-16,0.0,0.0,0.0,0.0,87.7,cloudy
ATL,2018-10-17,0.0,0.0,0.0,0.0,88.3,cloudy
ATL,2018-10-18,0.0,0.0,0.0,29.5,75.3,cloudy
ATL,2018-10-19,0.0,0.0,0.0,0.0,82.3,cloudy
ATL,2018-10-20,4.59,0.0,0.0,44.6,87.2,rainy
ATL,2018-10-21,0.0,0.0,0.0,50.0,11.7,wind
ATL,2018-10-22,0.0,0.0,0.0,27.7,59.0,cloudy
ATL,2018-10-23,0.0,0.0,0.0,0.0,86.8,cloudy
ATL,2018-10-24,0.0,0.0,0.0,31.7,57.0,cloudy
ATL,2018-10-25,3.41,0.0,0.0,40.7,96.8,rainy
ATL,2018-10-26,14.36,0.0,0.0,35.3,100.0,rainy
ATL,2018-10-27,0.0,0.0,0.0,33.5,90.9,cloudy
ATL,2018-10-28,0.0,0.0,0.0,35.3,21.7,sunny
ATL,2018-10-29,0.0,0.0,0.0,37.1,13.8,sunny
ATL,2018-10-30,0.0,0.0,0.0,0.0,46.6,cloudy
ATL,2018-10-31,0.0,0.0,0.0,0.0,83.5,cloudy
ATL,2018-11-01,12.04,0.0,0.0,40.6,96.7,rainy
ATL,2018-11-02,1.0,0.0,0.0,46.4,89.8,rainy
ATL,2018-11-03,0.0,0.0,0.0,0.0,20.9,sunny
ATL,2018-11-04,2.79,0.0,0.0,0.0,100.0,rainy
ATL,2018-11-05,3.09,0.0,0.0,0.0,100.0,rainy
ATL,2018-11-06,8.42,0.0,0.0,42.5,84.8,rainy
ATL,2018-11-07,21.64,0.0,0.0,33.5,63.4,rainy
ATL,2018-11-08,3.63,0.0,0.0,0.0,100.0,rainy
ATL,2018-11-09,18.52,0.0,0.0,58.8,99.5,rainy
ATL,2018-11-10,0.0,0.0,0.0,47.9,33.5,wind
ATL,2018-11-11,0.0,0.0,0.0,0.0,65.0,cloudy
ATL,2018-11-12,58.68,0.0,0.0,33.5,100.0,rainy
ATL,2018-11-13,6.35,0.0,0.0,35.3,100.0,rainy
ATL,2018-11-14,20.74,0.0,0.0,38.9,96.5,rainy
ATL,2018-11-15,18.19,0.0,0.0,51.2,96.4,rainy
ATL,2018-11-16,0.0,0.0,0.0,45.1,62.2,cloudy
ATL,2018-11-17,0.0,0.0,0.0,0.0,47.3,cloudy
ATL,2018-11-18,0.0,0.0,0.0,0.0,38.1,cloudy
ATL,2018-11-19,0.0,0.0,0.0,0.0,76.3,cloudy
ATL,2018-11-20,0.8,0.0,0.0,37.1,51.6,rainy
ATL,2018-11-21,0.0,0.0,0.0,27.7,20.9,sunny
ATL,2018-11-22,0.0,0.0,0.0,0.0,63.1,cloudy
ATL,2018-11-23,0.0,0.0,0.0,42.4,76.7,wind
ATL,2018-11-24,9.71,0.0,0.0,37.1,100.0,rainy
ATL,2018-11-25,4.08,0.0,0.0,0.0,79.7,rainy
ATL,2018-11-26,0.0,0.0,0.0,51.8,78.2,wind
ATL,2018-11-27,0.0,0.0,0.0,55.4,23.8,wind
ATL,2018-11-28,0.0,0.0,0.0,37.1,23.9,sunny
ATL,2018-11-29,0.0,0.0,0.0,0.0,72.2,cloudy
ATL,2018-11-30,0.56,0.0,0.0,33.5,89.4,rainy
ATL,2018-12-01,35.04,0.0,0.0,31.7,96.3,rainy
ATL,2018-12-02,0.9,0.0,0.0,0.0,59.7,rainy
ATL,2018-12-03,0.0,0.0,0.0,47.9,68.5,cloudy
ATL,2018-12-04,0.0,0.0,0.0,53.6,41.6,cloudy
ATL,2018-12-05,0.0,0.0,0.0,37.1,15.0,sunny
ATL,2018-12-06,0.0,0.0,0.0,0.0,64.4,cloudy
ATL,2018-12-07,0.59,0.0,0.0,0.0,97.6,rainy
ATL,2018-12-08,39.32,0.0,0.0,63.1,100.0,rainy
ATL,2018-12-09,26.25,0.0,0.0,59.1,100.0,rainy
ATL,2018-12-10,2.78,0.0,0.0,0.0,99.8,rainy
ATL,2018-12-11,0.0,0.0,0.0,0.0,32.8,cloudy
ATL,2018-12-12,0.0,0.0,0.0,0.0,72.9,cloudy
ATL,2018-12-13,0.0,0.0,0.0,0.0,93.2,cloudy
ATL,2018-12-14,27.27,0.0,0.0,33.5,100.0,rainy
ATL,2018-12-15,1.1,0.0,0.0,31.7,90.8,rainy
ATL,2018-12-16,0.0,0.0,0.0,40.7,93.2,cloudy
ATL,2018-12-17,0.0,0.0,0.0,37.1,49.9,cloudy
ATL,2018-12-18,0.0,0.0,0.0,31.7,58.5,cloudy
ATL,2018-12-19,0.0,0.0,0.0,29.5,94.3,cloudy
ATL,2018-12-20,26.21,0.0,0.0,0.0,100.0,rainy
ATL,2018-12-21,11.48,0.0,0.0,56.8,100.0,rainy
ATL,2018-12-22,0.0,0.0,0.0,33.5,51.7,cloudy
ATL,2018-12-23,0.3,0.0,0.0,42.3,45.8,rainy
ATL,2018-12-24,0.0,0.0,0.0,29.5,36.7,cloudy
ATL,2018-12-25,0.0,0.0,0.0,0.0,45.1,cloudy
ATL,2018-12-26,0.0,0.0,0.0,0.0,71.0,cloudy
ATL,2018-12-27,18.87,0.0,0.0,43.9,98.6,rainy
ATL,2018-12-28,80.49,0.0,0.0,35.3,97.1,rainy
ATL,2018-12-29,0.0,0.0,0.0,0.0,78.8,cloudy
ATL,2018-12-30,9.58,0.0,0.0,0.0,97.7,rainy
ATL,2018-12-31,3.22,0.0,0.0,46.3,70.4,rainy
ATL,2019-01-01,3.63,0.0,0.0,0.0,71.7,rainy
ATL,2019-01-02,11.5,0.0,0.0,0.0,77.0,rainy
ATL,2019-01-03,5.89,0.0,0.0,0.0,88.5,rainy
ATL,2019-01-04,36.95,0.0,0.0,54.6,79.6,rainy
ATL,2019-01-05,0.0,0.0,0.0,53.6,36.4,wind
ATL,2019-01-06,0.0,0.0,0.0,0.0,19.5,sunny
ATL,2019-01-07,0.0,0.0,0.0,0.0,56.0,cloudy
ATL,2019-01-08,0.0,0.0,0.0,29.3,72.2,cloudy
ATL,2019-01-09,0.0,0.0,0.0,55.3,8.7,wind
ATL,2019-01-10,0.0,0.0,0.0,51.4,40.0,wind
ATL,2019-01-11,0.0,0.0,0.0,0.0,33.6,cloudy
ATL,2019-01-12,7.27,0.0,0.0,37.1,88.9,rainy
ATL,2019-01-13,8.45,0.0,0.0,0.0,92.8,rainy
ATL,2019-01-14,0.0,0.0,0.0,37.1,94.2,cloudy
ATL,2019-01-15,0.0,0.0,0.0,37.1,73.3,cloudy
ATL,2019-01-16,0.0,0.0,0.0,0.0,40.6,cloudy
ATL,2019-01-17,2.48,0.0,0.0,0.0,72.2,rainy
ATL,2019-01-18,0.0,0.0,0.0,0.0,80.4,cloudy
ATL,2019-01-19,30.79,0.0,0.0,44.5,70.3,rainy
ATL,2019-01-20,0.0,0.0,0.0,68.2,59.6,wind
ATL,2019-01-21,0.0,0.0,0.0,42.5,33.1,cloudy
ATL,2019-01-22,0.0,0.0,0.0,35.3,68.3,cloudy
ATL,2019-01-23,38.58,0.0,0.0,51.9,88.4,rainy
ATL,2019-01-24,7.54,0.0,0.0,64.7,58.5,rainy
ATL,2019-01-25,0.0,0.0,0.0,44.5,44.3,cloudy
ATL,2019-01-26,0.0,0.0,0.0,31.7,20.9,sunny
ATL,2019-01-27,0.0,0.0,0.0,0.0,71.6,cloudy
ATL,2019-01-28,0.0,0.0,0.0,35.3,47.3,cloudy
ATL,2019-01-29,3.63,0.0,0.0,44.6,64.7,rainy
ATL,2019-01-30,0.0,0.0,0.0,50.0,49.2,wind
